City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Silopi,TR,2021-08-09 21:26:51,37.2497,42.4694,85.1,28,0,1.54
295,La Baule-Escoublac,FR,2021-08-09 21:26:52,47.2922,-2.364,64.87,88,75,5.75
296,Beirut,LB,2021-08-09 21:26:52,33.8889,35.4944,83.14,79,40,4.61
297,Bahile,PH,2021-08-09 21:26:52,9.9995,118.7878,77.04,87,100,3.04
298,Sijunjung,ID,2021-08-09 21:26:53,-0.6876,100.9537,71.89,99,100,1.34
299,Farafangana,MG,2021-08-09 21:26:53,-22.8167,47.8333,66.15,88,14,3.62
300,Udachnyy,RU,2021-08-09 21:22:24,66.4167,112.4,55.63,96,100,2.66
301,Mana,GF,2021-08-09 21:26:54,5.6592,-53.7767,81.46,80,89,11.88
302,Tasiilaq,GL,2021-08-09 21:26:54,65.6145,-37.6368,46.56,97,100,5.26
303,Donetsk,UA,2021-08-09 21:26:54,48.0,37.8,78.13,61,97,1.88
304,Olafsvik,IS,2021-08-09 21:26:55,64.8945,-23.7142,56.62,85,100,11.07
305,Panacan,PH,2021-08-09 21:26:55,9.2463,118.4082,79.38,80,97,3.09
306,Pangai,TO,2021-08-09 21:26:55,-19.8,-174.35,75.31,64,75,2.3
307,Bodden Town,KY,2021-08-09 21:26:56,19.2833,-81.25,84.97,82,75,3.0
308,Vostok,RU,2021-08-09 21:26:56,46.4856,135.8833,52.03,80,92,8.77
309,Destin,US,2021-08-09 21:26:56,30.3935,-86.4958,91.72,73,1,6.91
310,Dawlatabad,AF,2021-08-09 21:26:57,36.4141,64.9053,79.52,20,0,5.55
311,Coos Bay,US,2021-08-09 21:26:57,43.3665,-124.2179,85.86,63,1,27.63
312,Muisne,EC,2021-08-09 21:26:57,0.6,-80.0333,84.31,81,92,9.95
313,Boone,US,2021-08-09 21:26:58,39.0334,-92.3335,94.51,65,1,1.99
314,Kudahuvadhoo,MV,2021-08-09 21:26:58,2.6708,72.8944,82.18,74,96,12.64
315,Fortuna,US,2021-08-09 21:26:58,40.5982,-124.1573,72.86,70,1,14.97
316,Zyryanovsk,KZ,2021-08-09 21:26:59,49.7386,84.2719,69.42,52,100,4.43
317,Lethem,GY,2021-08-09 21:26:59,3.3803,-59.7968,80.65,83,20,11.5
318,Dalbandin,PK,2021-08-09 21:24:08,28.8947,64.4101,88.57,11,0,4.16
319,Moose Factory,CA,2021-08-09 21:22:57,51.2585,-80.6094,84.2,61,75,9.22
320,Mayor Pablo Lagerenza,PY,2021-08-09 21:27:00,-19.9309,-60.7718,88.39,28,93,12.33
321,Sorland,NO,2021-08-09 21:27:00,67.667,12.6934,57.13,89,100,6.62
322,Tazovskiy,RU,2021-08-09 21:27:01,67.4667,78.7,46.24,88,65,12.03
323,San Carlos,VE,2021-08-09 21:27:01,9.6612,-68.5827,80.49,86,89,3.24
324,Manono,CD,2021-08-09 21:27:01,-7.3,27.4167,75.33,25,0,3.58
325,Kirkwall,GB,2021-08-09 21:25:37,58.9848,-2.9587,55.74,93,90,9.22
326,Pontianak,ID,2021-08-09 21:27:02,-0.0333,109.3333,76.98,100,20,1.14
327,Areka,ET,2021-08-09 21:27:02,7.0667,37.7,59.32,91,56,0.56
328,Rio Grande,BR,2021-08-09 21:27:02,-32.035,-52.0986,60.91,97,100,4.52
329,Arcata,US,2021-08-09 21:27:03,40.8665,-124.0828,73.13,69,1,3.0
330,Havre-Saint-Pierre,CA,2021-08-09 21:27:03,50.2334,-63.5986,64.76,59,40,5.75
331,Hay River,CA,2021-08-09 21:27:04,60.8156,-115.7999,62.58,82,75,11.5
332,Mackenzie,CA,2021-08-09 21:27:04,55.2999,-123.1698,66.42,55,75,10.36
333,Bambous Virieux,MU,2021-08-09 21:27:04,-20.3428,57.7575,72.21,94,40,8.05
334,Ulladulla,AU,2021-08-09 21:27:05,-35.35,150.4667,47.3,80,0,7.16
335,Plasencia,ES,2021-08-09 21:27:05,40.0312,-6.0885,79.3,23,0,3.27
336,Liepaja,LV,2021-08-09 21:27:06,56.5419,21.0367,59.05,100,20,5.75
337,Freetown,SL,2021-08-09 21:27:06,8.484,-13.2299,76.1,86,100,9.69
338,Paredon,MX,2021-08-09 21:27:07,16.0333,-93.8667,83.55,72,94,6.02
339,Nsanje,MW,2021-08-09 21:27:07,-16.92,35.262,64.89,51,0,1.19
340,Vestmannaeyjar,IS,2021-08-09 21:23:16,63.4427,-20.2734,56.39,88,40,14.97
341,Shimoda,JP,2021-08-09 21:27:08,34.6667,138.95,80.71,85,9,23.69
342,Rognan,NO,2021-08-09 21:27:08,67.0953,15.3878,63.05,90,100,5.23
343,Severo-Kurilsk,RU,2021-08-09 21:27:09,50.6789,156.125,54.55,76,0,1.07
344,Bathsheba,BB,2021-08-09 21:27:09,13.2167,-59.5167,79.41,94,40,6.91
345,Bridlington,GB,2021-08-09 21:27:09,54.0831,-0.1919,62.78,78,30,7.83
346,Merced,US,2021-08-09 21:27:10,37.1666,-120.7516,98.94,25,0,4.72
347,Maldonado,UY,2021-08-09 21:27:10,-34.6667,-54.9167,49.39,96,100,14.25
348,Cherskiy,RU,2021-08-09 21:27:10,68.75,161.3,60.37,53,100,7.25
349,Puerto El Triunfo,SV,2021-08-09 21:27:11,13.2833,-88.55,92.32,63,94,6.73
350,Maarianhamina,AX,2021-08-09 21:27:11,60.0973,19.9348,62.46,88,0,8.05
351,Kampot,KH,2021-08-09 21:27:12,10.6167,104.1833,80.65,89,90,7.56
352,Koslan,RU,2021-08-09 21:27:12,63.4564,48.8989,48.31,91,7,4.16
353,East London,ZA,2021-08-09 21:27:04,-33.0153,27.9116,57.96,61,78,18.66
354,San Patricio,US,2021-08-09 21:27:12,28.017,-97.5169,95.72,47,7,19.53
355,Tabou,CI,2021-08-09 21:27:13,4.423,-7.3528,76.59,84,60,8.28
356,Tura,IN,2021-08-09 21:27:13,25.5198,90.2201,74.28,97,88,5.21
357,Ilulissat,GL,2021-08-09 21:23:16,69.2167,-51.1,51.82,40,21,11.5
358,Evensk,RU,2021-08-09 21:27:13,61.95,159.2333,61.5,55,54,1.19
359,Montepuez,MZ,2021-08-09 21:27:14,-13.1256,38.9997,64.54,70,44,6.64
360,Bucerias,MX,2021-08-09 21:23:57,20.75,-105.3333,86.99,70,75,9.22
361,Filimonovo,RU,2021-08-09 21:27:14,56.2011,95.4611,56.97,75,3,1.79
362,Sumbe,AO,2021-08-09 21:27:15,-11.2061,13.8437,71.89,90,10,7.74
363,Luwingu,ZM,2021-08-09 21:27:15,-10.2621,29.9271,60.26,42,0,2.26
364,Caldwell,US,2021-08-09 21:25:08,43.6629,-116.6874,84.6,27,1,10.36
365,Aykino,RU,2021-08-09 21:27:16,62.2248,49.9922,47.25,95,95,4.09
366,Nyurba,RU,2021-08-09 21:27:16,63.2842,118.3319,61.9,97,100,3.87
367,Lazaro Cardenas,MX,2021-08-09 21:27:16,17.9583,-102.2,83.73,72,85,5.86
368,Oranjemund,NA,2021-08-09 21:27:17,-28.55,16.4333,54.0,71,0,20.24
369,Praia,CV,2021-08-09 21:27:17,14.9215,-23.5087,79.34,83,20,14.97
370,Bayburt,TR,2021-08-09 21:27:18,40.2589,40.2278,58.46,89,17,2.37
371,Pechora,RU,2021-08-09 21:27:18,65.1472,57.2244,47.7,95,7,4.97
372,Poum,NC,2021-08-09 21:27:18,-20.2333,164.0167,68.59,65,96,11.34
373,Menongue,AO,2021-08-09 21:27:19,-14.6585,17.691,58.23,25,0,5.01
374,Anapskaya,RU,2021-08-09 21:27:19,44.89,37.38,71.83,88,20,2.24
375,Port Pirie,AU,2021-08-09 21:27:20,-33.1833,138.0167,55.49,47,2,13.71
376,Vila Franca Do Campo,PT,2021-08-09 21:22:57,37.7167,-25.4333,70.21,79,30,5.84
377,Turukhansk,RU,2021-08-09 21:27:20,65.8167,87.9833,53.2,85,32,4.63
378,Chernyshevskiy,RU,2021-08-09 21:27:20,63.0128,112.4714,47.89,93,61,2.28
379,Beloha,MG,2021-08-09 21:27:21,-25.1667,45.05,62.13,88,0,2.71
380,Nemuro,JP,2021-08-09 21:27:21,43.3236,145.575,62.13,91,100,32.66
381,Klyuchi,RU,2021-08-09 21:27:21,52.2667,79.1667,61.47,91,87,5.64
382,Alta Floresta,BR,2021-08-09 21:27:22,-9.8756,-56.0861,91.22,33,0,4.61
383,Umm Kaddadah,SD,2021-08-09 21:27:22,13.6017,26.6876,84.69,51,26,13.35
384,Loreto,MX,2021-08-09 21:22:35,22.2667,-101.9667,74.68,45,99,8.25
385,Clovis,US,2021-08-09 21:24:08,36.8252,-119.7029,105.12,25,1,1.01
386,Sao Jose Da Coroa Grande,BR,2021-08-09 21:27:22,-8.8978,-35.1478,74.48,89,98,11.52
387,Periyanayakkanpalaiyam,IN,2021-08-09 21:27:23,11.15,76.9333,76.59,83,40,12.66
388,Hauterive,FR,2021-08-09 21:27:23,46.0901,3.4459,61.56,82,0,1.23
389,Fairbanks,US,2021-08-09 21:27:24,64.8378,-147.7164,57.54,90,90,1.99
390,Katsuura,JP,2021-08-09 21:27:24,35.1333,140.3,84.31,80,4,36.57
391,Ilek,RU,2021-08-09 21:27:24,51.5271,53.3831,73.24,33,88,6.71
392,Tunkas,MX,2021-08-09 21:27:25,20.9,-88.75,100.36,28,19,8.7
393,Timbiqui,CO,2021-08-09 21:27:25,2.7717,-77.6654,80.73,79,84,8.43
394,Najran,SA,2021-08-09 21:27:25,17.4924,44.1277,88.45,19,97,6.33
395,Zelenogorskiy,RU,2021-08-09 21:27:26,55.0333,87.0,64.92,88,35,3.02
396,Ferme-Neuve,CA,2021-08-09 21:27:26,46.7001,-75.4493,83.98,63,97,5.97
397,Luderitz,NA,2021-08-09 21:27:27,-26.6481,15.1594,61.29,49,0,18.79
398,Kichera,RU,2021-08-09 21:27:27,55.9375,110.0997,55.6,86,95,4.09
399,Cayenne,GF,2021-08-09 21:26:58,4.9333,-52.3333,84.24,81,0,7.0
400,Berlevag,NO,2021-08-09 21:27:27,70.8578,29.0864,64.2,74,100,8.37
401,Charters Towers,AU,2021-08-09 21:27:28,-20.1,146.2667,56.07,89,0,8.32
402,Mareeba,AU,2021-08-09 21:27:28,-17.0,145.4333,65.12,91,31,2.57
403,Coihueco,CL,2021-08-09 21:26:19,-36.6167,-71.8333,57.94,51,0,9.22
404,Kindu,CD,2021-08-09 21:27:29,-2.95,25.95,72.41,78,28,4.41
405,Zhob,PK,2021-08-09 21:24:44,31.3411,69.4481,80.51,43,0,7.38
406,Severo-Yeniseyskiy,RU,2021-08-09 21:27:29,60.3725,93.0408,51.33,88,14,2.59
407,Namtsy,RU,2021-08-09 21:27:29,62.7161,129.6658,48.31,55,99,4.5
408,Mafinga,TZ,2021-08-09 21:27:30,-7.25,35.0667,69.37,44,5,2.89
409,Namibe,AO,2021-08-09 21:27:30,-15.1961,12.1522,65.66,86,15,6.15
410,Sao Miguel Do Araguaia,BR,2021-08-09 21:27:31,-13.275,-50.1628,85.17,25,26,3.44
411,Carnot,CF,2021-08-09 21:27:31,4.9409,15.8665,69.66,94,95,2.24
412,Richards Bay,ZA,2021-08-09 21:27:31,-28.783,32.0377,63.99,68,98,19.71
413,Touros,BR,2021-08-09 21:27:32,-5.1989,-35.4608,79.7,78,2,14.7
414,Saint-Georges,GD,2021-08-09 21:27:32,12.0564,-61.7485,87.48,62,20,5.75
415,Torres,BR,2021-08-09 21:23:13,-29.3353,-49.7269,75.83,81,100,0.87
416,Bakchar,RU,2021-08-09 21:27:10,57.0186,82.0711,61.0,91,76,4.92
417,Hofn,IS,2021-08-09 21:27:33,64.2539,-15.2082,51.48,86,92,2.73
418,Yerbogachen,RU,2021-08-09 21:27:33,61.2767,108.0108,53.76,80,20,4.12
419,Tiznit,MA,2021-08-09 21:27:33,29.5833,-9.5,63.23,82,84,5.41
420,Avallon,FR,2021-08-09 21:27:34,47.4833,3.9,61.47,80,2,3.62
421,Hualmay,PE,2021-08-09 21:27:34,-11.0964,-77.6139,65.61,75,18,11.65
422,Wiang Sa,TH,2021-08-09 21:27:34,8.6359,99.3666,75.54,94,68,2.26
423,Kavaratti,IN,2021-08-09 21:27:35,10.5669,72.642,80.1,78,100,20.45
424,Fort Wellington,GY,2021-08-09 21:27:35,6.4,-57.6,82.38,78,13,5.12
425,Roros,NO,2021-08-09 21:27:35,62.5747,11.3842,48.04,87,100,2.3
426,Urk,NL,2021-08-09 21:27:36,52.6625,5.6014,63.07,84,71,15.93
427,Lola,GN,2021-08-09 21:27:36,7.8,-8.5333,69.8,97,93,5.03
428,Abu Dhabi,AE,2021-08-09 21:27:25,24.4667,54.3667,100.51,34,0,2.3
429,Abu Samrah,SY,2021-08-09 21:27:36,35.3029,37.1841,78.03,59,0,9.57
430,Puerto Ayacucho,VE,2021-08-09 21:27:37,5.6639,-67.6236,82.98,78,87,3.4
431,San Joaquin,US,2021-08-09 21:27:37,37.9333,-121.3011,99.48,23,1,8.05
432,Santiago De Cao,PE,2021-08-09 21:27:37,-7.9589,-79.2392,66.33,72,0,12.66
433,Filingue,NE,2021-08-09 21:27:38,14.3521,3.3168,89.44,51,18,5.19
434,Wanning,CN,2021-08-09 21:27:38,18.8003,110.3967,81.77,87,100,8.08
435,Coari,BR,2021-08-09 21:27:39,-4.085,-63.1414,89.29,48,74,2.93
436,Omboue,GA,2021-08-09 21:27:39,-1.5746,9.2618,75.11,78,87,8.03
437,Contai,IN,2021-08-09 21:27:40,21.7786,87.7536,82.81,84,95,10.83
438,Savelugu,GH,2021-08-09 21:27:40,9.6244,-0.8253,75.34,89,75,4.92
439,Waingapu,ID,2021-08-09 21:27:40,-9.6567,120.2641,72.59,82,4,6.17
440,Kolomna,RU,2021-08-09 21:27:40,55.0794,38.7783,73.02,55,16,6.98
441,Sahuaripa,MX,2021-08-09 21:27:41,29.05,-109.2333,91.89,49,36,4.36
442,Pozo Colorado,PY,2021-08-09 21:27:41,-23.4923,-58.7972,78.15,37,6,13.8
443,Dongsheng,CN,2021-08-09 21:27:42,39.8161,109.9776,63.54,40,42,4.59
444,Alihe,CN,2021-08-09 21:27:42,50.5667,123.7167,54.86,93,100,2.68
445,Progreso,MX,2021-08-09 21:27:43,21.2833,-89.6667,93.31,67,0,17.13
446,Capitao Poco,BR,2021-08-09 21:27:43,-1.7464,-47.0594,78.62,71,94,5.06
447,Nhulunbuy,AU,2021-08-09 21:27:43,-12.2333,136.7667,75.81,83,97,6.91
448,Punto Fijo,VE,2021-08-09 21:27:44,11.6956,-70.1996,85.33,62,24,29.04
449,Post Falls,US,2021-08-09 21:27:44,47.718,-116.9516,81.55,44,1,3.0
450,Goure,NE,2021-08-09 21:27:45,13.9835,10.2704,86.0,51,100,5.77
451,Velizh,RU,2021-08-09 21:27:45,55.6056,31.1967,63.77,95,100,2.8
452,Deputatskiy,RU,2021-08-09 21:27:46,69.3,139.9,64.94,46,41,2.8
453,Cuite,BR,2021-08-09 21:27:46,-6.4836,-36.1536,69.39,83,38,13.4
454,Jalu,LY,2021-08-09 21:27:46,29.0331,21.5482,89.6,16,0,8.86
455,Bambanglipuro,ID,2021-08-09 21:27:47,-7.95,110.2833,74.7,92,84,6.93
456,Skjervoy,NO,2021-08-09 21:27:47,70.0311,20.9714,57.09,83,100,11.92
457,Zhoucheng,CN,2021-08-09 21:27:48,35.9122,116.3117,72.91,92,71,3.58
458,Asifabad,IN,2021-08-09 21:27:48,19.3667,79.2833,78.96,85,100,3.09
459,Baculin,PH,2021-08-09 21:27:49,7.4525,126.5842,76.6,86,99,6.06
460,Voyinka,UA,2021-08-09 21:27:49,45.8699,33.9914,76.5,58,64,4.07
461,Seoul,KR,2021-08-09 21:25:30,37.5683,126.9778,76.6,65,0,5.75
462,Santa Rosa,PH,2021-08-09 21:27:50,14.3122,121.1114,82.38,85,100,5.3
463,Bonfim,BR,2021-08-09 21:27:50,3.0833,-59.95,80.55,72,73,4.92
464,College,US,2021-08-09 21:27:51,64.8569,-147.8028,57.52,91,90,5.75
465,Cameron Park,US,2021-08-09 21:27:51,38.6688,-120.9872,100.02,27,0,5.01
466,Rapid Valley,US,2021-08-09 21:27:52,44.0625,-103.1463,88.32,31,1,19.57
467,Portland,US,2021-08-09 21:26:51,45.5234,-122.6762,84.61,47,20,1.99
468,Tommot,RU,2021-08-09 21:27:52,58.9564,126.2925,57.94,82,53,2.98
469,Toora-Khem,RU,2021-08-09 21:27:52,52.4675,96.11,51.42,97,32,1.95
470,Victoria Point,AU,2021-08-09 21:27:53,-27.5833,153.3,61.18,87,91,1.01
471,Chibuto,MZ,2021-08-09 21:27:53,-24.6867,33.5306,68.36,68,80,22.66
472,Mehamn,NO,2021-08-09 21:27:54,71.0357,27.8492,58.95,70,100,8.39
473,Svetlyy,RU,2021-08-09 21:27:55,54.675,20.1347,60.85,77,93,5.21
474,Sisimiut,GL,2021-08-09 21:27:55,66.9395,-53.6735,45.18,75,100,11.34
475,Nuevo Progreso,MX,2021-08-09 21:27:55,23.1667,-97.95,95.59,49,9,5.99
476,Yar-Sale,RU,2021-08-09 21:27:56,66.8333,70.8333,48.29,87,100,11.34
477,Trairi,BR,2021-08-09 21:23:31,-3.2778,-39.2689,79.39,78,4,15.32
478,Veraval,IN,2021-08-09 21:27:56,20.9,70.3667,81.52,77,97,11.45
479,Finnsnes,NO,2021-08-09 21:27:57,69.2296,17.9811,61.41,91,100,3.65
480,Sibolga,ID,2021-08-09 21:27:57,1.7427,98.7792,74.64,91,100,2.95
481,Harper,LR,2021-08-09 21:27:57,4.375,-7.7169,76.55,83,70,8.59
482,Necochea,AR,2021-08-09 21:27:58,-38.5473,-58.7368,43.03,65,100,9.17
483,Aban,RU,2021-08-09 21:27:58,56.67,96.06,56.82,73,6,2.91
484,Lugovoy,KZ,2021-08-09 21:27:58,42.9472,72.7644,67.23,33,0,4.99
485,Russell,US,2021-08-09 21:27:59,32.3502,-85.1999,92.91,55,20,4.61
486,Dolores,AR,2021-08-09 21:27:59,-36.3132,-57.6792,45.0,63,100,12.1
487,Imeni Poliny Osipenko,RU,2021-08-09 21:27:59,52.4201,136.4853,49.73,91,0,4.52
488,Chitral,PK,2021-08-09 21:28:00,35.8462,71.7858,75.56,50,32,1.45
489,Camana,PE,2021-08-09 21:28:00,-16.6228,-72.7111,61.97,78,70,10.8
490,Turka,UA,2021-08-09 21:28:01,49.1541,23.0297,59.25,94,9,1.72
491,Tessalit,ML,2021-08-09 21:23:01,20.1986,1.0114,90.36,32,58,11.77
492,Qaqortoq,GL,2021-08-09 21:28:01,60.7167,-46.0333,55.9,58,5,5.06
493,Siayan,PH,2021-08-09 21:28:02,8.2667,123.1,74.89,86,100,1.86
494,Khandyga,RU,2021-08-09 21:28:02,62.6667,135.6,63.97,61,24,1.07
495,Killybegs,IE,2021-08-09 21:28:02,54.6333,-8.45,58.71,92,88,6.76
496,Harbour Breton,CA,2021-08-09 21:28:03,47.4833,-55.7983,60.4,64,0,10.27
497,Arganil,PT,2021-08-09 21:23:46,40.2183,-8.054,66.74,79,2,2.01
498,Bonito Oriental,HN,2021-08-09 21:28:03,15.7477,-85.7356,87.42,51,100,9.73
499,Tigil,RU,2021-08-09 21:28:04,57.8,158.6667,52.32,65,16,1.19
500,Gold Coast,AU,2021-08-09 21:23:19,-28.0,153.4333,59.04,87,90,3.44
501,Presidencia Roque Saenz Pena,AR,2021-08-09 21:28:04,-26.7852,-60.4388,50.7,71,100,12.17
502,Sayat,TM,2021-08-09 21:28:06,38.7839,63.8803,78.67,15,0,14.47
503,Chrzanow,PL,2021-08-09 21:28:06,50.1355,19.402,65.39,82,43,3.65
504,Kaeo,NZ,2021-08-09 21:28:06,-35.1,173.7833,49.32,84,6,3.6
505,Atambua,ID,2021-08-09 21:28:07,-9.1061,124.8925,68.09,88,75,4.25
506,Prata,BR,2021-08-09 21:28:07,-19.3072,-48.9242,75.92,27,63,2.75
507,Naryan-Mar,RU,2021-08-09 21:28:08,67.6713,53.087,48.74,80,0,5.3
508,Bogotol,RU,2021-08-09 21:28:08,56.2078,89.5342,59.13,87,98,5.3
509,Winneba,GH,2021-08-09 21:28:08,5.3511,-0.6231,77.47,88,83,10.71
510,Saryozek,KZ,2021-08-09 21:28:09,44.3583,77.9753,62.08,39,36,3.8
511,Anaco,VE,2021-08-09 21:28:09,9.4389,-64.4728,84.94,62,97,4.7
512,Sao Paulo De Olivenca,BR,2021-08-09 21:28:09,-3.3783,-68.8725,85.48,62,86,1.83
513,Hereford,GB,2021-08-09 21:28:10,52.0568,-2.7148,61.25,64,81,6.22
514,Morros,BR,2021-08-09 21:28:10,-9.4467,-46.3003,81.81,23,0,3.49
515,Cilegon,ID,2021-08-09 21:28:10,-6.0174,106.0538,76.89,85,68,4.47
516,Kalemie,CD,2021-08-09 21:28:11,-5.9475,29.1947,72.77,50,1,1.59
517,Le Mans,FR,2021-08-09 21:28:11,48.0,0.2,62.53,88,0,1.14
518,Sokoni,TZ,2021-08-09 21:28:12,-6.4333,39.55,75.99,73,3,14.05
519,Chumikan,RU,2021-08-09 21:28:12,54.7183,135.315,52.54,80,50,3.96
520,Bontang,ID,2021-08-09 21:28:13,0.1333,117.5,77.25,86,97,3.98
521,Nara,JP,2021-08-09 21:27:22,34.6851,135.8049,78.12,89,59,10.42
522,Great Falls,US,2021-08-09 21:28:13,47.5002,-111.3008,75.92,37,40,20.71
523,Whitehorse,CA,2021-08-09 21:23:32,60.7161,-135.0538,63.37,29,40,13.8
524,Moshenskoye,RU,2021-08-09 21:28:13,58.5102,34.5911,61.38,96,47,2.91
525,Tebingtinggi,ID,2021-08-09 21:28:14,3.3285,99.1625,77.05,95,100,2.28
526,Inuvik,CA,2021-08-09 21:28:14,68.3499,-133.7218,47.16,93,90,8.05
527,Amazar,RU,2021-08-09 21:28:15,53.858,120.875,51.57,96,100,5.7
528,Dakoro,NE,2021-08-09 21:28:15,14.5106,6.765,88.66,45,47,3.13
529,Carroll,US,2021-08-09 21:28:15,39.5501,-77.0164,92.88,69,95,4.0
530,Suntar,RU,2021-08-09 21:28:16,62.1444,117.6319,58.28,97,100,3.98
531,Sungairaya,ID,2021-08-09 21:28:16,0.7,108.9,77.9,88,31,3.74
532,Nadym,RU,2021-08-09 21:28:17,65.5333,72.5167,48.11,77,100,14.63
533,Narsaq,GL,2021-08-09 21:28:17,60.9167,-46.05,55.62,52,4,5.26
534,Makakilo City,US,2021-08-09 21:28:18,21.3469,-158.0858,84.61,48,75,12.66
535,Abnub,EG,2021-08-09 21:28:18,27.2696,31.1511,89.76,22,0,6.55
536,Livno,BA,2021-08-09 21:28:18,43.8269,17.0078,70.3,46,65,4.0
537,Kungurtug,RU,2021-08-09 21:28:19,50.5994,97.5228,49.78,83,71,1.32
538,Khachrod,IN,2021-08-09 21:28:19,23.4167,75.2833,73.92,87,94,12.93
539,Krasnoselkup,RU,2021-08-09 21:28:20,65.7,82.4667,53.6,86,3,10.54
540,Sibu,MY,2021-08-09 21:28:20,2.3,111.8167,77.31,94,20,0.0
541,Port Blair,IN,2021-08-09 21:28:21,11.6667,92.75,81.54,84,100,9.71
542,Whitianga,NZ,2021-08-09 21:28:21,-36.8333,175.7,48.02,63,0,8.19
543,Gizo,SB,2021-08-09 21:28:21,-8.103,156.8419,81.1,76,32,7.49
544,Karratha,AU,2021-08-09 21:28:22,-20.7377,116.8463,68.72,72,40,6.06
545,Leh,IN,2021-08-09 21:27:03,34.1667,77.5833,59.11,56,71,4.94
546,Tautira,PF,2021-08-09 21:28:22,-17.7333,-149.15,82.42,79,57,14.83
547,Lavrentiya,RU,2021-08-09 21:28:22,65.5833,-171.0,44.17,73,100,15.43
548,Ucluelet,CA,2021-08-09 21:25:36,48.9329,-125.5528,82.04,75,18,7.61
549,Charagua,BO,2021-08-09 21:28:23,-19.8,-63.2167,74.77,34,10,10.18
550,Sfantu Gheorghe,RO,2021-08-09 21:28:23,45.8667,25.7833,72.27,68,29,1.95
551,Lerwick,GB,2021-08-09 21:28:23,60.1545,-1.1494,57.2,95,95,11.34
552,Baykit,RU,2021-08-09 21:28:24,61.67,96.37,53.38,79,58,1.3
553,Harboore,DK,2021-08-09 21:28:24,56.6175,8.1807,59.99,83,97,9.17
554,Chimore,BO,2021-08-09 21:28:25,-16.9833,-65.1333,92.57,29,43,3.4
555,Cacheu,GW,2021-08-09 21:28:25,12.2706,-16.1658,82.4,89,99,4.74
556,San Juan,AR,2021-08-09 21:23:39,-31.5375,-68.5364,50.31,48,18,2.42
557,Caxito,AO,2021-08-09 21:28:26,-8.5785,13.6643,72.25,84,0,3.29
558,Maxixe,MZ,2021-08-09 21:28:26,-23.8597,35.3472,65.57,83,1,8.5
559,Kinshasa,CD,2021-08-09 21:28:26,-4.3246,15.3215,77.38,65,62,4.61
560,Half Moon Bay,US,2021-08-09 21:24:25,37.4636,-122.4286,96.62,62,1,1.99
